x0,x1,x2,x3,x4,y0,y1,y2,y3,y4
0.6000297915655388,0.015838600043681095,-0.210585127358226,0.4500069992984297,-0.4513224854211413,-0.017489824,-0.018218629,-0.017900417,-0.017589798,-0.017999995
0.6000297915655388,0.015838600043681095,-0.210585127358226,0.45267702758815287,-0.4513224854211413,-0.017494706,-0.01821732,-0.017914576,-0.017587014,-0.018014565
0.6000297915655388,0.015838600043681095,-0.210585127358226,0.4500069992984297,-0.45009857454533525,-0.017506763,-0.018219067,-0.01789719,-0.017591102,-0.017994525
0.6000297915655388,0.015838600043681095,-0.210585127358226,0.45845934423592605,-0.4513224854211413,-0.017505309,-0.01821448,-0.017945277,-0.017580975,-0.018046157
0.6000297915655388,0.015838600043681095,-0.210585127358226,0.4500069992984297,-0.4500207763706245,-0.017507842,-0.018219095,-0.017896984,-0.017591186,-0.017994175
0.6000297915655388,0.015838600043681095,-0.2203593931175678,0.4500069992984297,-0.4513224854211413,-0.017395038,-0.018231222,-0.01775327,-0.017616257,-0.017853871
0.6000297915655388,0.015838600043681095,-0.210585127358226,0.4500069992984297,-0.4942739441077979,-0.017180713,-0.018101417,-0.018199516,-0.017407881,-0.018363591
0.6000297915655388,0.015838600043681095,-0.210585127358226,0.4500069992984297,-0.45031476975422813,-0.017503768,-0.01821899,-0.017897755,-0.017590873,-0.017995486
0.6000297915655388,0.015838600043681095,-0.210585127358226,0.4500069992984297,-0.4946901160886115,-0.01717809,-0.01810084,-0.018199194,-0.017407117,-0.018363604
0.6000297915655388,0.015838600043681095,-0.210585127358226,0.48221284646137097,-0.4513224854211413,-0.017548855,-0.018202819,-0.018071353,-0.017556181,-0.018175889
0.6000297915655388,0.015838600043681095,-0.210585127358226,0.4500069992984297,-0.49231214906456905,-0.017193077,-0.018104134,-0.01820103,-0.017411476,-0.018363524
0.6000297915655388,0.015838600043681095,-0.210585127358226,0.4531842274484963,-0.4946901160886115,-0.017181873,-0.018102774,-0.018200874,-0.017409485,-0.01836479
0.6123804271501574,0.015838600043681095,-0.210585127358226,0.4500069992984297,-0.4946901160886115,-0.017366229,-0.018131694,-0.01821066,-0.017449757,-0.018351099
0.6000297915655388,0.015838600043681095,-0.210585127358226,0.4500069992984297,-0.4952003005143753,-0.017174874,-0.018100131,-0.018198801,-0.01740618,-0.018363621
0.6000297915655388,0.015838600043681095,-0.210585127358226,0.4825443900089195,-0.4946901160886115,-0.017216973,-0.018119618,-0.018215215,-0.01743017,-0.018374566
0.6000297915655388,0.015838600043681095,-0.210585127358226,0.4500069992984297,-0.48436775289858663,-0.017243145,-0.018115146,-0.018207164,-0.017426038,-0.018363254
0.6000297915655388,0.015838600043681095,-0.210585127358226,0.4645956189146584,-0.4946901160886115,-0.017195456,-0.01810973,-0.018206906,-0.017417992,-0.01836905
0.6000297915655388,0.015838600043681095,-0.210585127358226,0.4500069992984297,-0.4540318449798581,-0.017452287,-0.018217664,-0.017907534,-0.017586917,-0.018012084
0.6000297915655388,0.015838600043681095,-0.210585127358226,0.4500069992984297,-0.4516869697310747,-0.017484771,-0.018218499,-0.017901372,-0.017589409,-0.01800162
